"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","113,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","115,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","59,100",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","59,600",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","262,600",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","266,500",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","151,300",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","152,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","111,300",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","114,500",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","243,900",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","246,400",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","33,700",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","34,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","210,200",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","212,400",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","118,600",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","123,300",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,700",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","108,900",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","113,300",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","32,100",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","21,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","21,100",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","246,400",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","250,700",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","94,300",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","95,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","152,100",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","155,700",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","114,400",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","119,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","35,900",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","37,000",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","78,500",""
"SURVEY","1988","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","82,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,400",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,700",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,400",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,700",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","18,200",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","30,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","8,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,200",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","35,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","46,500",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","33,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","43,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,500",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,100",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","4,700",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,800",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,300",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,700",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","123,400",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","152,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","92,200",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","111,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","31,200",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","41,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","155,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","169,100",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","131,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","137,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","24,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","32,100",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","40,600",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","43,700",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","37,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","38,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,600",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,700",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","44,600",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","50,500",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","41,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","44,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,600",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,500",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","ANDREWS","003","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","21,400",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","ANDREWS","003","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","23,400",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","ANDREWS","003","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,400",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","ANDREWS","003","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,400",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","ANDREWS","003","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","ANDREWS","003","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","21,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","BAILEY","017","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","59,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","BAILEY","017","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","71,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","BAILEY","017","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","29,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","BAILEY","017","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","35,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","BAILEY","017","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","30,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","BAILEY","017","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","36,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","COCHRAN","079","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","91,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","COCHRAN","079","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","95,500",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","COCHRAN","079","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","33,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","COCHRAN","079","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","34,600",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","COCHRAN","079","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","58,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","COCHRAN","079","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","60,900",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","CROSBY","107","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","153,500",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","CROSBY","107","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","167,000",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","CROSBY","107","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","62,400",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","CROSBY","107","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","65,300",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","CROSBY","107","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","91,100",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","CROSBY","107","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","101,700",""
"SURVEY","1987","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","DAWSON","115","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","191,800",""
